transaction_id,customer_id,store_region,product_category,quantity,unit_price,sale_amount,sale_timestamp
TXN101334,CUST1266,East,Sports,2,159.09,318.18,2026-09-01 12:38:00
TXN101335,CUST1349,East,Home & Garden,4,228.29,913.16,2026-09-04 10:23:00
TXN101336,CUST1029,East,Home & Garden,2,282.59,565.18,2026-09-04 12:39:00
TXN101337,CUST1454,South,Electronics,1,5.91,5.91,2026-09-04 23:53:00
TXN101338,CUST1417,South,Home & Garden,5,41.25,206.25,2026-09-03 22:48:00
TXN101339,CUST1338,South,Electronics,4,187.41,749.64,2026-09-04 16:26:00
TXN101340,CUST1376,East,Toys,3,9.91,29.73,2026-09-03 01:51:00
TXN101341,CUST1313,North,Home & Garden,4,73.9,295.6,2026-09-04 12:47:00
TXN101342,CUST1358,North,Toys,4,282.03,1128.12,2026-09-04 21:54:00
TXN101343,CUST1445,Central,Grocery,4,91.69,366.76,2026-09-02 22:09:00
TXN101344,CUST1426,Central,Sports,5,14.36,71.8,2026-09-04 02:19:00
TXN101345,CUST1276,South,Apparel,2,269.44,538.88,2026-09-01 15:42:00
TXN101346,CUST1366,North,Apparel,2,55.28,110.56,2026-09-01 03:27:00
TXN101347,CUST1131,West,Toys,3,271.28,813.84,2026-09-03 07:46:00
TXN101348,CUST1354,East,Apparel,1,201.32,201.32,2026-09-04 02:50:00
TXN101349,CUST1193,West,Toys,5,231.07,1155.35,2026-09-01 20:21:00
TXN101350,CUST1132,North,Home & Garden,5,290.04,1450.2,2026-09-04 07:14:00
TXN101351,CUST1479,South,Toys,1,37.86,37.86,2026-09-03 23:37:00
TXN101352,CUST1295,North,Home & Garden,1,173.99,173.99,2026-09-02 10:24:00
TXN101353,CUST1163,East,Toys,1,179.07,179.07,2026-09-02 12:27:00
TXN101354,CUST1004,Central,Sports,2,158.33,316.66,2026-09-02 03:25:00
TXN101355,CUST1348,West,Apparel,3,47.69,143.07,2026-09-03 07:31:00
TXN101356,CUST1158,Central,Toys,5,88.6,443.0,2026-09-01 19:20:00
TXN101357,CUST1110,West,Home & Garden,1,85.67,85.67,2026-09-04 20:53:00
TXN101358,CUST1366,South,Toys,4,22.35,89.4,2026-09-03 04:52:00
TXN101359,CUST1249,West,Home & Garden,2,211.62,423.24,2026-09-01 05:54:00
TXN101360,CUST1347,West,Home & Garden,2,297.36,594.72,2026-09-04 10:27:00
TXN101361,CUST1472,South,Toys,4,120.36,481.44,2026-09-03 09:44:00
TXN101362,CUST1405,Central,Electronics,5,121.16,605.8,2026-09-02 10:48:00
TXN101363,CUST1226,West,Home & Garden,3,139.97,419.91,2026-09-02 18:08:00
TXN101364,CUST1004,East,Toys,2,66.88,133.76,2026-09-02 23:41:00
TXN101365,CUST1347,South,Electronics,5,35.07,175.35,2026-09-02 12:27:00
TXN101366,CUST1060,Central,Toys,1,109.9,109.9,2026-09-04 05:03:00
TXN101367,CUST1206,South,Electronics,3,180.05,540.15,2026-09-02 20:46:00
TXN101368,CUST1305,South,Toys,1,76.05,76.05,2026-09-04 09:44:00
TXN101369,CUST1418,West,Home & Garden,4,233.88,935.52,2026-09-01 14:55:00
TXN101370,CUST1062,West,Toys,4,113.36,453.44,2026-09-01 03:05:00
TXN101371,CUST1381,North,Grocery,5,71.36,356.8,2026-09-04 08:44:00
TXN101372,CUST1064,North,Home & Garden,2,118.27,236.54,2026-09-04 09:36:00
TXN101373,CUST1358,North,Sports,1,215.56,215.56,2026-09-02 12:52:00
TXN101374,CUST1428,Central,Grocery,5,246.15,1230.75,2026-09-04 02:33:00
TXN101375,CUST1060,South,Grocery,1,227.28,227.28,2026-09-02 21:57:00
TXN101376,CUST1020,South,Grocery,2,6.57,13.14,2026-09-04 10:07:00
TXN101377,CUST1435,North,Electronics,2,197.53,395.06,2026-09-01 17:16:00
TXN101378,CUST1216,North,Apparel,1,154.31,154.31,2026-09-03 17:10:00
TXN101379,CUST1227,South,Grocery,3,18.62,55.86,2026-09-03 21:34:00
TXN101380,CUST1261,South,Toys,4,210.05,840.2,2026-09-03 19:34:00
TXN101381,CUST1096,South,Home & Garden,1,200.47,200.47,2026-09-01 07:02:00
TXN101382,CUST1142,South,Toys,2,287.44,574.88,2026-09-02 18:22:00
TXN101383,CUST1332,South,Sports,5,129.49,647.45,2026-09-03 08:24:00
TXN101384,CUST1481,South,Grocery,4,29.56,118.24,2026-09-03 21:27:00
TXN101385,CUST1330,South,Toys,2,25.81,51.62,2026-09-03 20:44:00
TXN101386,CUST1078,East,Sports,3,171.27,513.81,2026-09-02 13:52:00
TXN101387,CUST1063,Central,Electronics,4,12.64,50.56,2026-09-02 02:17:00
TXN101388,CUST1185,East,Home & Garden,5,125.0,625.0,2026-09-03 20:05:00
TXN101389,CUST1050,West,Apparel,2,261.31,522.62,2026-09-02 08:00:00
TXN101390,CUST1372,East,Grocery,4,285.78,1143.12,2026-09-01 05:33:00
TXN101391,CUST1443,East,Grocery,4,33.18,132.72,2026-09-03 22:36:00
TXN101392,CUST1484,West,Apparel,3,184.2,552.6,2026-09-01 05:20:00
TXN101393,CUST1065,East,Electronics,3,242.8,728.4,2026-09-04 15:37:00
TXN101394,CUST1290,East,Electronics,5,215.4,1077.0,2026-09-02 04:24:00
TXN101395,CUST1214,West,Apparel,3,213.71,641.13,2026-09-02 21:38:00
TXN101396,CUST1141,West,Grocery,4,295.94,1183.76,2026-09-04 16:18:00
TXN101397,CUST1394,East,Electronics,2,95.03,190.06,2026-09-01 09:26:00
TXN101398,CUST1294,North,Electronics,1,27.62,27.62,2026-09-02 02:10:00
TXN101399,CUST1346,Central,Toys,3,168.48,505.44,2026-09-04 00:27:00
TXN101400,CUST1315,South,Toys,2,146.5,293.0,2026-09-01 12:00:00
TXN101401,CUST1338,Central,Toys,1,215.68,215.68,2026-09-03 07:47:00
TXN101402,CUST1476,Central,Apparel,5,17.5,87.5,2026-09-04 05:43:00
TXN101403,CUST1487,North,Sports,2,27.16,54.32,2026-09-02 16:22:00
TXN101404,CUST1467,South,Grocery,4,116.83,467.32,2026-09-03 03:21:00
TXN101405,CUST1109,North,Toys,1,90.57,90.57,2026-09-04 09:16:00
TXN101406,CUST1422,North,Sports,5,121.12,605.6,2026-09-03 20:32:00
TXN101407,CUST1315,West,Home & Garden,5,255.26,1276.3,2026-09-01 11:00:00
TXN101408,CUST1369,South,Sports,3,109.4,328.2,2026-09-01 11:56:00
TXN101409,CUST1043,Central,Grocery,3,7.61,22.83,2026-09-04 15:12:00
TXN101410,CUST1393,East,Apparel,2,126.16,252.32,2026-09-04 00:09:00
TXN101411,CUST1456,South,Grocery,4,121.63,486.52,2026-09-03 11:27:00
TXN101412,CUST1224,South,Apparel,3,37.07,111.21,2026-09-04 21:53:00
TXN101413,CUST1445,South,Electronics,3,225.39,676.17,2026-09-01 11:56:00
TXN101414,CUST1380,East,Electronics,2,89.05,178.1,2026-09-02 12:26:00
TXN101415,CUST1060,West,Sports,2,201.53,403.06,2026-09-04 21:17:00
TXN101416,CUST1391,West,Grocery,5,151.19,755.95,2026-09-02 10:48:00
TXN101417,CUST1079,East,Grocery,4,43.77,175.08,2026-09-01 00:08:00
TXN101418,CUST1424,East,Sports,1,231.38,231.38,2026-09-02 01:43:00
TXN101419,CUST1144,West,Electronics,5,222.54,1112.7,2026-09-04 15:18:00
TXN101420,CUST1095,South,Home & Garden,4,78.09,312.36,2026-09-02 23:32:00
TXN101421,CUST1219,South,Sports,1,259.93,259.93,2026-09-02 21:52:00
TXN101422,CUST1302,South,Apparel,1,211.84,211.84,2026-09-02 06:54:00
TXN101423,CUST1475,South,Sports,1,44.03,44.03,2026-09-01 08:12:00
TXN101424,CUST1208,Central,Home & Garden,1,186.86,186.86,2026-09-01 01:24:00
TXN101425,CUST1261,West,Toys,2,70.42,140.84,2026-09-04 15:03:00
TXN101426,CUST1482,East,Toys,1,94.77,94.77,2026-09-03 11:17:00
TXN101427,CUST1000,North,Toys,4,77.86,311.44,2026-09-01 05:02:00
TXN101428,CUST1310,North,Sports,3,67.53,202.59,2026-09-04 08:58:00
TXN101429,CUST1155,North,Electronics,2,79.42,158.84,2026-09-04 11:21:00
TXN101430,CUST1379,East,Toys,1,206.47,206.47,2026-09-02 10:23:00
TXN101431,CUST1141,South,Grocery,5,161.01,805.05,2026-09-03 07:41:00
TXN101432,CUST1380,Central,Electronics,4,30.73,122.92,2026-09-01 04:40:00
TXN101433,CUST1228,North,Electronics,1,178.04,178.04,2026-09-02 06:45:00
TXN101434,CUST1389,South,Grocery,5,187.61,938.05,2026-09-03 23:30:00
TXN101435,CUST1364,East,Grocery,2,17.92,35.84,2026-09-02 13:35:00
TXN101436,CUST1060,West,Electronics,3,269.0,807.0,2026-09-04 20:45:00
TXN101437,CUST1140,South,Home & Garden,4,128.61,514.44,2026-09-01 05:38:00
TXN101438,CUST1379,West,Sports,1,286.96,286.96,2026-09-01 22:12:00
TXN101439,CUST1384,Central,Sports,5,261.73,1308.65,2026-09-01 05:28:00
TXN101440,CUST1105,South,Electronics,5,234.91,1174.55,2026-09-04 19:17:00
TXN101441,CUST1257,Central,Home & Garden,2,173.71,347.42,2026-09-01 16:29:00
TXN101442,CUST1282,North,Apparel,3,256.48,769.44,2026-09-03 22:17:00
TXN101443,CUST1327,South,Home & Garden,2,18.46,36.92,2026-09-02 09:02:00
TXN101444,CUST1421,South,Grocery,2,84.78,169.56,2026-09-01 20:15:00
TXN101445,CUST1497,East,Home & Garden,1,5.41,5.41,2026-09-03 20:38:00
TXN101446,CUST1209,Central,Home & Garden,1,284.2,284.2,2026-09-03 23:08:00
TXN101447,CUST1374,East,Apparel,3,295.65,886.95,2026-09-01 11:14:00
TXN101448,CUST1352,West,Toys,3,291.62,874.86,2026-09-01 23:47:00
TXN101449,CUST1166,East,Apparel,3,261.66,784.98,2026-09-02 14:14:00
TXN101450,CUST1118,West,Home & Garden,5,190.79,953.95,2026-09-04 04:28:00
TXN101451,CUST1235,South,Apparel,2,271.14,542.28,2026-09-01 15:11:00
TXN101452,CUST1010,East,Apparel,2,173.05,346.1,2026-09-02 20:18:00
TXN101453,CUST1036,West,Apparel,2,246.16,492.32,2026-09-02 02:09:00
TXN101454,CUST1269,South,Toys,4,273.19,1092.76,2026-09-04 03:46:00
TXN101455,CUST1056,North,Toys,1,182.97,182.97,2026-09-04 12:01:00
TXN101456,CUST1480,Central,Electronics,1,43.99,43.99,2026-09-01 08:09:00
TXN101457,CUST1418,East,Toys,1,287.5,287.5,2026-09-01 17:47:00
TXN101458,CUST1227,South,Home & Garden,1,64.68,64.68,2026-09-04 18:57:00
TXN101459,CUST1354,East,Toys,3,146.28,438.84,2026-09-02 01:34:00
TXN101460,CUST1151,North,Grocery,5,41.31,206.55,2026-09-01 03:34:00
TXN101461,CUST1218,West,Apparel,4,46.84,187.36,2026-09-02 00:14:00
TXN101462,CUST1351,North,Sports,3,198.33,594.99,2026-09-02 21:24:00
TXN101463,CUST1182,North,Grocery,2,297.28,594.56,2026-09-02 03:18:00
TXN101464,CUST1077,South,Sports,3,39.91,119.73,2026-09-01 01:38:00
TXN101465,CUST1076,East,Grocery,5,103.78,518.9,2026-09-02 21:27:00
TXN101466,CUST1255,East,Home & Garden,3,107.77,323.31,2026-09-01 08:58:00
TXN101467,CUST1163,South,Sports,1,237.71,237.71,2026-09-02 20:09:00
TXN101468,CUST1295,West,Toys,4,217.8,871.2,2026-09-04 02:07:00
TXN101469,CUST1392,West,Home & Garden,3,47.68,143.04,2026-09-03 04:11:00
TXN101470,CUST1308,East,Apparel,3,150.79,452.37,2026-09-04 22:26:00
TXN101471,CUST1252,Central,Grocery,2,118.04,236.08,2026-09-04 17:34:00
TXN101472,CUST1397,South,Toys,2,118.47,236.94,2026-09-04 16:36:00
TXN101473,CUST1008,East,Grocery,1,74.38,74.38,2026-09-01 06:54:00
TXN101474,CUST1178,East,Apparel,4,287.5,1150.0,2026-09-01 01:58:00
TXN101475,CUST1423,South,Electronics,3,140.81,422.43,2026-09-04 07:13:00
TXN101476,CUST1013,West,Home & Garden,2,39.58,79.16,2026-09-02 12:46:00
TXN101477,CUST1304,South,Electronics,1,211.91,211.91,2026-09-01 15:53:00
TXN101478,CUST1006,Central,Sports,2,112.75,225.5,2026-09-01 07:04:00
TXN101479,CUST1383,Central,Toys,2,230.8,461.6,2026-09-04 23:08:00
TXN101480,CUST1330,North,Home & Garden,3,143.7,431.1,2026-09-03 14:50:00
TXN101481,CUST1088,Central,Apparel,1,50.99,50.99,2026-09-01 19:48:00
TXN101482,CUST1232,Central,Toys,1,121.94,121.94,2026-09-04 21:56:00
TXN101483,CUST1216,South,Home & Garden,3,276.15,828.45,2026-09-03 22:14:00
TXN101484,CUST1205,Central,Electronics,1,158.84,158.84,2026-09-02 23:13:00
TXN101485,CUST1244,East,Toys,2,120.73,241.46,2026-09-01 22:29:00
TXN101486,CUST1190,West,Apparel,4,249.04,996.16,2026-09-02 01:51:00
TXN101487,CUST1398,East,Electronics,3,36.98,110.94,2026-09-01 11:38:00
TXN101488,CUST1305,North,Home & Garden,2,88.25,176.5,2026-09-01 02:13:00
TXN101489,CUST1043,Central,Grocery,2,167.75,335.5,2026-09-01 07:17:00
TXN101490,CUST1161,North,Home & Garden,1,171.3,171.3,2026-09-04 01:03:00
TXN101491,CUST1099,East,Sports,1,294.26,294.26,2026-09-03 12:32:00
TXN101492,CUST1459,Central,Electronics,3,292.29,876.87,2026-09-01 10:26:00
TXN101493,CUST1407,West,Sports,5,243.21,1216.05,2026-09-02 00:37:00
TXN101494,CUST1077,West,Electronics,5,261.3,1306.5,2026-09-01 09:10:00
TXN101495,CUST1348,South,Toys,1,286.08,286.08,2026-09-02 06:51:00
TXN101496,CUST1067,East,Home & Garden,2,298.06,596.12,2026-09-03 14:50:00
TXN101497,CUST1364,West,Apparel,3,188.92,566.76,2026-09-04 01:57:00
TXN101498,CUST1321,West,Electronics,2,299.12,598.24,2026-09-01 04:36:00
TXN101499,CUST1496,North,Sports,1,47.07,47.07,2026-09-03 17:55:00
TXN101500,CUST1034,East,Grocery,1,139.17,139.17,2026-09-02 09:10:00
TXN101501,CUST1395,West,Home & Garden,3,109.24,327.72,2026-09-01 05:45:00
TXN101502,CUST1071,North,Grocery,4,293.65,1174.6,2026-09-04 20:59:00
TXN101503,CUST1438,Central,Toys,4,16.68,66.72,2026-09-03 12:26:00
TXN101504,CUST1349,West,Grocery,2,135.04,270.08,2026-09-03 11:05:00
TXN101505,CUST1029,South,Toys,4,82.53,330.12,2026-09-01 19:41:00
TXN101506,CUST1081,Central,Sports,5,7.34,36.7,2026-09-01 09:24:00
TXN101507,CUST1178,West,Sports,1,70.8,70.8,2026-09-04 21:05:00
TXN101508,CUST1092,North,Sports,5,270.54,1352.7,2026-09-04 03:05:00
TXN101509,CUST1175,Central,Sports,4,63.84,255.36,2026-09-03 02:20:00
TXN101510,CUST1232,North,Grocery,2,212.18,424.36,2026-09-04 03:17:00
TXN101511,CUST1163,Central,Electronics,2,284.82,569.64,2026-09-02 20:13:00
TXN101512,CUST1220,West,Apparel,5,233.39,1166.95,2026-09-01 11:50:00
TXN101513,CUST1138,East,Toys,1,67.39,67.39,2026-09-01 21:27:00
TXN101514,CUST1041,East,Toys,2,29.66,59.32,2026-09-01 08:25:00
TXN101515,CUST1132,South,Electronics,4,262.03,1048.12,2026-09-02 21:57:00
TXN101516,CUST1152,South,Apparel,1,269.01,269.01,2026-09-04 10:48:00
TXN101517,CUST1352,South,Toys,3,282.87,848.61,2026-09-04 15:34:00
TXN101518,CUST1400,Central,Apparel,4,109.63,438.52,2026-09-04 00:35:00
TXN101519,CUST1421,East,Electronics,1,218.2,218.2,2026-09-02 10:42:00
TXN101520,CUST1162,North,Toys,2,269.47,538.94,2026-09-02 15:55:00
TXN101521,CUST1438,South,Toys,4,82.53,330.12,2026-09-01 14:53:00
TXN101522,CUST1381,South,Sports,4,193.48,773.92,2026-09-01 01:13:00
TXN101523,CUST1107,South,Toys,5,233.44,1167.2,2026-09-04 06:22:00
TXN101524,CUST1154,East,Grocery,5,286.76,1433.8,2026-09-03 11:01:00
TXN101525,CUST1180,East,Grocery,1,211.3,211.3,2026-09-04 13:26:00
TXN101526,CUST1090,West,Sports,4,159.34,637.36,2026-09-03 03:59:00
TXN101527,CUST1195,East,Toys,3,57.18,171.54,2026-09-02 17:27:00
TXN101528,CUST1428,North,Electronics,4,192.06,768.24,2026-09-01 02:51:00
TXN101529,CUST1383,Central,Grocery,1,186.8,186.8,2026-09-04 03:31:00
TXN101530,CUST1436,West,Apparel,1,191.89,191.89,2026-09-01 21:18:00
TXN101531,CUST1438,West,Electronics,2,234.18,468.36,2026-09-04 03:12:00
TXN101532,CUST1420,West,Electronics,3,290.45,871.35,2026-09-04 13:58:00
TXN101533,CUST1337,East,Home & Garden,3,235.75,707.25,2026-09-03 08:56:00
TXN101534,CUST1007,North,Apparel,4,203.62,814.48,2026-09-01 13:02:00
TXN101535,CUST1491,Central,Sports,3,253.03,759.09,2026-09-03 10:10:00
TXN101536,CUST1329,West,Electronics,2,168.94,337.88,2026-09-04 06:39:00
TXN101537,CUST1206,East,Grocery,5,131.59,657.95,2026-09-04 23:11:00
TXN101538,CUST1064,Central,Electronics,2,134.03,268.06,2026-09-01 22:51:00
TXN101539,CUST1485,East,Apparel,5,236.36,1181.8,2026-09-03 17:10:00
TXN101540,CUST1394,Central,Apparel,1,32.51,32.51,2026-09-04 00:40:00
TXN101541,CUST1012,South,Sports,1,187.34,187.34,2026-09-01 18:24:00
TXN101542,CUST1274,South,Toys,3,60.03,180.09,2026-09-02 09:12:00
TXN101543,CUST1478,South,Toys,4,232.27,929.08,2026-09-01 08:05:00
TXN101544,CUST1474,Central,Electronics,1,193.32,193.32,2026-09-01 03:29:00
TXN101545,CUST1039,West,Home & Garden,1,46.84,46.84,2026-09-03 05:05:00
TXN101546,CUST1037,West,Toys,2,120.29,240.58,2026-09-04 00:26:00
TXN101547,CUST1160,West,Apparel,1,67.04,67.04,2026-09-04 12:56:00
TXN101548,CUST1323,Central,Electronics,2,93.13,186.26,2026-09-02 21:36:00
TXN101549,CUST1307,Central,Electronics,1,292.9,292.9,2026-09-03 15:39:00
TXN101550,CUST1310,North,Grocery,2,158.92,317.84,2026-09-03 03:12:00
TXN101551,CUST1186,North,Apparel,1,157.81,157.81,2026-09-02 06:55:00
TXN101552,CUST1354,South,Home & Garden,1,101.62,101.62,2026-09-02 02:46:00
TXN101553,CUST1282,East,Sports,3,147.06,441.18,2026-09-01 11:45:00
TXN101554,CUST1088,South,Toys,4,133.64,534.56,2026-09-04 06:16:00
TXN101555,CUST1392,Central,Home & Garden,3,288.75,866.25,2026-09-01 18:50:00
TXN101556,CUST1228,West,Grocery,2,239.26,478.52,2026-09-04 13:56:00
TXN101557,CUST1219,South,Grocery,3,245.69,737.07,2026-09-01 19:24:00
TXN101558,CUST1455,North,Grocery,3,115.32,345.96,2026-09-01 14:10:00
TXN101559,CUST1449,Central,Home & Garden,3,178.13,534.39,2026-09-03 19:52:00
TXN101560,CUST1404,South,Home & Garden,4,13.83,55.32,2026-09-02 10:27:00
TXN101561,CUST1399,East,Electronics,2,26.43,52.86,2026-09-03 11:09:00
TXN101562,CUST1109,West,Grocery,1,98.98,98.98,2026-09-01 22:21:00
TXN101563,CUST1308,South,Grocery,3,270.13,810.39,2026-09-01 12:18:00
TXN101564,CUST1484,North,Grocery,2,35.36,70.72,2026-09-03 22:38:00
TXN101565,CUST1163,South,Apparel,4,206.23,824.92,2026-09-04 10:52:00
TXN101566,CUST1215,North,Electronics,1,241.8,241.8,2026-09-04 01:17:00
TXN101567,CUST1121,Central,Electronics,4,55.49,221.96,2026-09-03 18:24:00
TXN101568,CUST1067,West,Electronics,3,10.26,30.78,2026-09-01 14:18:00
TXN101569,CUST1008,North,Sports,5,275.82,1379.1,2026-09-01 10:41:00
TXN101570,CUST1140,East,Home & Garden,1,249.81,249.81,2026-09-04 23:19:00
TXN101571,CUST1024,West,Home & Garden,4,28.53,114.12,2026-09-03 15:39:00
TXN101572,CUST1052,North,Apparel,4,150.53,602.12,2026-09-01 11:39:00
TXN101573,CUST1441,West,Apparel,1,248.51,248.51,2026-09-02 03:20:00
TXN101574,CUST1478,North,Home & Garden,2,30.96,61.92,2026-09-03 17:00:00
TXN101575,CUST1168,Central,Sports,1,37.69,37.69,2026-09-03 02:16:00
TXN101576,CUST1061,South,Home & Garden,3,211.11,633.33,2026-09-02 18:29:00
TXN101577,CUST1342,North,Grocery,2,227.15,454.3,2026-09-04 20:28:00
TXN101578,CUST1499,East,Home & Garden,5,75.95,379.75,2026-09-04 21:31:00
TXN101579,CUST1042,East,Grocery,4,71.62,286.48,2026-09-03 09:45:00
TXN101580,CUST1038,West,Electronics,2,199.55,399.1,2026-09-02 22:04:00
TXN101581,CUST1197,South,Sports,2,8.87,17.74,2026-09-02 14:52:00
TXN101582,CUST1232,South,Grocery,1,105.43,105.43,2026-09-03 09:45:00
TXN101583,CUST1499,West,Grocery,1,274.67,274.67,2026-09-02 11:24:00
TXN101584,CUST1142,West,Apparel,5,64.89,324.45,2026-09-04 06:04:00
TXN101585,CUST1448,North,Toys,3,285.69,857.07,2026-09-01 04:29:00
TXN101586,CUST1014,West,Toys,1,75.97,75.97,2026-09-04 05:17:00
TXN101587,CUST1281,North,Home & Garden,5,138.53,692.65,2026-09-03 03:59:00
TXN101588,CUST1260,East,Electronics,4,67.56,270.24,2026-09-04 16:27:00
TXN101589,CUST1195,West,Apparel,4,85.41,341.64,2026-09-01 01:41:00
TXN101590,CUST1271,Central,Sports,3,60.89,182.67,2026-09-02 19:17:00
TXN101591,CUST1490,North,Apparel,5,132.9,664.5,2026-09-01 20:15:00
TXN101592,CUST1122,North,Grocery,1,20.68,20.68,2026-09-01 18:17:00
TXN101593,CUST1051,South,Toys,1,86.26,86.26,2026-09-04 12:25:00
TXN101594,CUST1326,East,Toys,3,151.08,453.24,2026-09-02 06:22:00
TXN101595,CUST1257,Central,Sports,5,89.95,449.75,2026-09-01 03:11:00
TXN101596,CUST1348,North,Apparel,3,256.51,769.53,2026-09-02 05:20:00
TXN101597,CUST1341,West,Sports,2,102.99,205.98,2026-09-04 04:00:00
TXN101598,CUST1347,North,Grocery,3,11.14,33.42,2026-09-03 02:10:00
TXN101599,CUST1126,West,Electronics,3,291.01,873.03,2026-09-01 15:55:00
TXN101600,CUST1257,South,Apparel,1,246.58,246.58,2026-09-03 07:33:00
TXN101601,CUST1376,East,Grocery,1,34.5,34.5,2026-09-03 14:31:00
TXN101602,CUST1006,East,Home & Garden,3,200.71,602.13,2026-09-03 11:29:00
TXN101603,CUST1351,Central,Toys,3,267.95,803.85,2026-09-04 03:17:00
TXN101604,CUST1072,East,Sports,1,48.63,48.63,2026-09-04 07:42:00
TXN101605,CUST1381,North,Apparel,1,77.09,77.09,2026-09-04 11:13:00
TXN101606,CUST1278,West,Grocery,4,193.43,773.72,2026-09-03 20:43:00
TXN101607,CUST1301,West,Home & Garden,2,83.27,166.54,2026-09-03 10:25:00
TXN101608,CUST1221,West,Grocery,3,61.22,183.66,2026-09-03 19:07:00
TXN101609,CUST1350,South,Sports,3,90.08,270.24,2026-09-01 15:59:00
TXN101610,CUST1340,South,Home & Garden,2,159.34,318.68,2026-09-03 19:35:00
TXN101611,CUST1020,South,Home & Garden,4,90.04,360.16,2026-09-03 00:29:00
TXN101612,CUST1220,East,Toys,5,41.41,207.05,2026-09-04 09:00:00
TXN101613,CUST1145,Central,Toys,1,19.72,19.72,2026-09-02 11:56:00
TXN101614,CUST1073,South,Sports,5,50.74,253.7,2026-09-01 22:17:00
TXN101615,CUST1242,East,Apparel,5,275.89,1379.45,2026-09-03 07:02:00
TXN101616,CUST1154,Central,Home & Garden,4,129.66,518.64,2026-09-01 08:58:00
TXN101617,CUST1349,South,Home & Garden,2,171.35,342.7,2026-09-03 18:08:00
TXN101618,CUST1043,East,Grocery,2,127.81,255.62,2026-09-02 09:19:00
TXN101619,CUST1070,Central,Sports,4,166.02,664.08,2026-09-04 13:06:00
TXN101620,CUST1218,West,Sports,3,153.63,460.89,2026-09-03 14:22:00
TXN101621,CUST1386,South,Grocery,4,141.08,564.32,2026-09-01 13:05:00
TXN101622,CUST1278,Central,Home & Garden,3,237.06,711.18,2026-09-03 04:39:00
TXN101623,CUST1343,North,Sports,1,227.82,227.82,2026-09-04 04:25:00
TXN101624,CUST1138,North,Home & Garden,5,140.77,703.85,2026-09-01 02:03:00
TXN101625,CUST1353,East,Electronics,5,33.73,168.65,2026-09-03 18:30:00
TXN101626,CUST1264,South,Grocery,1,223.44,223.44,2026-09-01 22:13:00
TXN101627,CUST1159,North,Sports,4,45.24,180.96,2026-09-02 09:40:00
TXN101628,CUST1078,Central,Electronics,5,207.89,1039.45,2026-09-01 02:00:00
TXN101629,CUST1012,Central,Sports,5,33.57,167.85,2026-09-02 03:30:00
TXN101630,CUST1247,South,Apparel,4,21.42,85.68,2026-09-01 09:25:00
TXN101631,CUST1063,West,Apparel,5,81.78,408.9,2026-09-04 21:39:00
TXN101632,CUST1379,Central,Apparel,1,59.52,59.52,2026-09-02 05:32:00
TXN101633,CUST1491,Central,Sports,4,146.74,586.96,2026-09-03 21:06:00
TXN101634,CUST1409,North,Sports,3,201.97,605.91,2026-09-04 12:44:00
TXN101635,CUST1234,North,Grocery,4,244.98,979.92,2026-09-02 00:18:00
TXN101636,CUST1333,Central,Sports,4,8.25,33.0,2026-09-03 01:41:00
TXN101637,CUST1451,West,Home & Garden,1,272.89,272.89,2026-09-03 04:29:00
TXN101638,CUST1440,Central,Apparel,1,294.62,294.62,2026-09-03 16:54:00
TXN101639,CUST1089,South,Home & Garden,3,271.25,813.75,2026-09-04 16:04:00
TXN101640,CUST1390,East,Sports,5,105.09,525.45,2026-09-02 08:50:00
TXN101641,CUST1310,South,Grocery,1,275.27,275.27,2026-09-04 12:30:00
TXN101642,CUST1165,Central,Grocery,5,233.74,1168.7,2026-09-03 04:44:00
TXN101643,CUST1015,South,Apparel,3,177.43,532.29,2026-09-04 02:02:00
TXN101644,CUST1165,South,Toys,1,201.25,201.25,2026-09-04 21:30:00
TXN101645,CUST1196,West,Electronics,2,36.1,72.2,2026-09-02 23:57:00
TXN101646,CUST1383,North,Sports,1,185.51,185.51,2026-09-01 01:54:00
TXN101647,CUST1055,West,Sports,3,183.93,551.79,2026-09-01 05:20:00
TXN101648,CUST1251,West,Toys,2,296.72,593.44,2026-09-02 06:16:00
TXN101649,CUST1270,South,Electronics,3,71.52,214.56,2026-09-02 13:52:00
TXN101650,CUST1414,South,Electronics,5,12.15,60.75,2026-09-01 06:02:00
TXN101651,CUST1349,Central,Sports,3,233.44,700.32,2026-09-01 10:11:00
TXN101652,CUST1182,Central,Grocery,2,250.56,501.12,2026-09-04 16:22:00
TXN101653,CUST1192,North,Grocery,2,241.47,482.94,2026-09-04 13:40:00
TXN101654,CUST1255,South,Electronics,1,42.52,42.52,2026-09-03 03:07:00
TXN101655,CUST1481,East,Home & Garden,5,164.46,822.3,2026-09-01 07:52:00
TXN101656,CUST1038,Central,Grocery,4,212.47,849.88,2026-09-01 05:18:00
TXN101657,CUST1029,Central,Toys,2,256.69,513.38,2026-09-03 12:39:00
TXN101658,CUST1016,East,Sports,1,176.92,176.92,2026-09-03 20:01:00
TXN101659,CUST1280,East,Toys,3,64.15,192.45,2026-09-01 04:13:00
TXN101660,CUST1312,North,Home & Garden,1,74.51,74.51,2026-09-01 18:57:00
TXN101661,CUST1484,South,Home & Garden,1,285.22,285.22,2026-09-01 17:30:00
TXN101662,CUST1332,East,Sports,1,35.7,35.7,2026-09-04 16:14:00
TXN101663,CUST1028,North,Apparel,4,94.51,378.04,2026-09-02 00:59:00
